size width length distance label
0.2078 0.2009 0.3602 1.5533 0.0
0.2944 0.2478 0.3728 1.4389 0.0
0.0425 0.1599 0.2677 1.628 0.0
0.0045 0.1422 0.2575 1.9592 0.0
0.635 0.1888 0.4151 1.1964 0.0
0.0012 0.082 0.1521 2.0477 0.0
0.0049 0.1224 0.2301 1.822 0.0
0.0052 0.0916 0.1929 2.0919 0.0
0.0114 0.169 0.5295 1.8798 0.0
0.006 0.1849 0.3525 1.2999 0.0
0.0126 0.1347 0.2251 1.9943 0.0
0.0607 0.1994 0.4092 1.7673 0.0
0.0452 0.1902 0.3674 1.6481 0.0
0.0345 0.1075 0.3808 2.0417 0.0
0.3634 0.1762 0.3939 1.5003 0.0
0.0013 0.0675 0.181 2.0729 0.0
0.005 0.1681 0.456 1.6185 0.0
0.4094 0.1817 0.3947 1.1931 0.0
0.2948 0.236 0.3982 1.3511 0.0
0.0051 0.2026 0.328 1.659 0.0
0.0134 0.1464 0.3646 1.9091 0.0
0.0093 0.2341 0.4186 1.6102 0.0
0.0035 0.0794 0.3495 2.3211 0.0
0.0029 0.105 0.4163 1.2829 0.0
0.0582 0.3052 0.5215 1.5522 0.0
0.0833 0.2629 0.2918 1.6001 0.0
0.0307 0.1638 0.2352 1.7081 0.0
0.0124 0.3187 0.6235 1.6102 0.0
0.0035 0.1014 0.16 1.8591 0.0
0.0061 0.1235 0.2851 2.1329 0.0
0.5877 0.2067 0.4509 1.2631 0.0
0.0274 0.2161 0.5447 1.3291 0.0
0.0011 0.0526 0.2053 1.4003 0.0
0.1395 0.1863 0.361 1.5659 0.0
0.0071 0.1099 0.26 2.4139 0.0
0.0127 0.1582 0.278 1.7342 0.0
0.009 0.1335 0.5233 1.5946 0.0
0.0176 0.16 0.2587 2.1806 0.0
0.0007 0.0576 0.1029 2.0698 0.0
0.2703 0.2618 0.4284 1.1594 0.0
0.21 0.2236 0.3728 1.6833 0.0
0.0276 0.1934 0.2601 1.7038 0.0
0.0188 0.168 0.3935 1.699 0.0
0.0082 0.1185 0.2442 1.8275 0.0
0.0075 0.1684 0.2048 1.8335 0.0
0.4025 0.2244 0.534 1.5469 0.0
0.0133 0.1909 0.4134 1.4968 0.0
0.0123 0.1323 0.3446 1.9386 0.0
0.0135 0.1223 0.2821 1.8371 0.0
0.0313 0.1635 0.3076 1.6235 0.0
0.6518 0.261 0.4741 0.9863 0.0
0.0047 0.0805 0.3346 1.6307 0.0
0.2819 0.1576 0.4 1.4325 0.0
0.0412 0.1887 0.3127 1.6507 0.0
0.0647 0.1865 0.3149 1.6798 0.0
0.0948 0.1823 0.3127 1.8455 0.0
0.0115 0.1208 0.3435 1.6395 0.0
0.1284 0.1675 0.3882 2.0198 0.0
0.0008 0.0555 0.0849 2.5328 0.0
0.0044 0.0842 0.2935 2.4475 0.0
0.0077 0.215 0.3842 1.7266 0.0
0.0729 0.356 0.4605 1.508 0.0
0.05 0.225 0.5189 1.8505 0.0
0.0305 0.1041 0.3097 2.0788 0.0
0.0881 0.1944 0.3148 1.604 0.0
0.0085 0.1552 0.2017 1.7867 0.0
0.007 0.1765 0.2786 2.045 0.0
0.0028 0.0596 0.2099 2.3492 0.0
0.4113 0.1514 0.3595 1.4196 0.0
0.0184 0.1298 0.2696 2.0938 0.0
0.0073 0.0989 0.3344 1.9715 0.0
0.0447 0.1577 0.2595 1.9778 0.0
0.4518 0.2395 0.3888 1.0586 0.0
0.003 0.1194 0.1665 2.2772 0.0
0.0451 0.2258 0.3298 1.9511 0.0
0.0154 0.195 0.258 1.7275 0.0
0.0098 0.2597 0.3196 1.8437 0.0
0.0173 0.137 0.2524 2.016 0.0
0.161 0.2292 0.3648 1.6111 0.0
0.0079 0.2007 0.3523 2.2496 0.0
0.1247 0.1753 0.3185 1.6632 0.0
0.011 0.1908 0.2482 2.1253 0.0
0.0171 0.1498 0.2782 1.9652 0.0
0.024 0.13 0.3613 1.7028 0.0
0.0105 0.1165 0.5075 2.0339 0.0
0.0457 0.1431 0.2888 1.7828 0.0
0.0012 0.0782 0.2584 1.7514 0.0
0.0232 0.2042 0.3268 1.675 0.0
0.4766 0.2713 0.4444 1.3 0.0
0.0067 0.1238 0.2276 1.8993 0.0
0.0109 0.1439 0.4553 1.9852 0.0
0.0227 0.1821 0.2154 1.7983 0.0
0.0069 0.0834 0.2106 2.2921 0.0
0.0033 0.1136 0.3181 1.8545 0.0
0.0112 0.1455 0.2003 1.7828 0.0
0.0054 0.1361 0.2303 1.6748 0.0
0.0005 0.032 0.1839 2.6365 0.0
0.0101 0.1742 0.3559 1.6742 0.0
0.0005 0.0608 0.3336 1.7017 0.0
0.0061 0.1256 0.5029 1.5954 0.0
0.0137 0.1843 0.4358 1.7478 0.0
0.0172 0.1373 0.2521 1.85 0.0
0.0133 0.1729 0.3521 2.2865 0.0
0.0628 0.1572 0.5554 1.7717 0.0
0.1109 0.2463 0.3207 1.5782 0.0
0.1384 0.3083 0.4464 1.3926 0.0
0.023 0.2414 0.3661 1.8622 0.0
0.0032 0.088 0.1608 1.9098 0.0
0.1297 0.2012 0.4044 1.7853 0.0
0.101 0.1689 0.3943 1.7628 0.0
0.0078 0.1256 0.3068 1.9907 0.0
0.0039 0.0872 0.2015 2.3196 0.0
0.0627 0.2441 0.3156 1.798 0.0
0.0047 0.1376 0.3122 2.0911 0.0
0.0004 0.0326 0.0554 2.1349 0.0
0.0007 0.0528 0.0927 2.4225 0.0
0.0259 0.1761 0.4527 1.7768 0.0
0.1109 0.2002 0.4231 1.7816 0.0
0.1162 0.1571 0.3823 1.734 0.0
0.1211 0.2799 0.4003 1.4812 0.0
0.0012 0.0716 0.2284 2.0036 0.0
0.0006 0.0471 0.1194 2.2262 0.0
0.0101 0.2056 0.2399 1.7979 0.0
0.0022 0.0819 0.1641 1.9442 0.0
0.3654 0.2902 0.4768 0.9644 0.0
0.0033 0.0719 0.2442 1.9913 0.0
0.0058 0.1011 0.2482 1.8202 0.0
0.0483 0.2811 0.3558 1.4425 0.0
0.0069 0.1155 0.2483 1.8672 0.0
0.013 0.1019 0.2935 1.911 0.0
0.0009 0.0557 0.1276 2.4779 0.0
0.0768 0.1613 0.3138 1.3354 0.0
0.1481 0.2418 0.4271 1.2768 0.0
0.0038 0.0789 0.277 2.3264 0.0
0.0034 0.0996 0.2672 1.8935 0.0
0.0037 0.0837 0.2295 1.7608 0.0
0.0168 0.1611 0.4618 1.6962 0.0
0.0985 0.1721 0.3532 1.319 0.0
0.0075 0.1947 0.2685 1.552 0.0
0.0437 0.2053 0.3705 1.3222 0.0
0.009 0.1075 0.4119 1.7879 0.0
0.1117 0.1786 0.3978 1.1734 0.0
0.0652 0.2655 0.3826 1.4721 0.0
0.0335 0.1655 0.29 1.7361 0.0
0.0175 0.1636 0.2669 2.0983 0.0
0.0009 0.0527 0.0905 2.375 0.0
0.1552 0.2288 0.32 1.3077 0.0
0.0033 0.1169 0.3386 1.9696 0.0
0.2298 0.1683 0.4642 1.2599 0.0
0.0118 0.1118 0.2833 1.6606 0.0
0.0007 0.0393 0.116 2.2438 0.0
0.0013 0.0799 0.1351 2.0373 0.0
0.0098 0.0973 0.3291 2.178 0.0
0.0078 0.1228 0.2719 1.7757 0.0
0.0072 0.1047 0.3511 1.8952 0.0
0.0009 0.0805 0.0912 2.1359 0.0
0.0049 0.1383 0.3035 1.467 0.0
0.0006 0.0461 0.1236 2.4301 0.0
0.2523 0.29 0.4381 0.9414 0.0
0.0394 0.1575 0.299 1.4628 0.0
0.0211 0.1733 0.4374 1.5765 0.0
0.0025 0.088 0.5387 1.4128 0.0
0.002 0.0853 0.2343 1.961 0.0
0.0374 0.1378 0.2945 1.495 0.0
0.0229 0.1535 0.3474 1.8918 0.0
0.1663 0.215 0.4353 1.592 0.0
0.0178 0.1939 0.277 1.3282 0.0
0.0248 0.1418 0.2977 1.52 0.0
0.1168 0.1522 0.3554 1.3863 0.0
0.0048 0.1193 0.2298 1.9634 0.0
0.0009 0.0556 0.0899 2.0028 0.0
0.0005 0.0372 0.1087 1.9704 0.0
0.0015 0.1035 0.161 1.9171 0.0
0.0695 0.1603 0.3711 1.1753 0.0
0.0011 0.1075 0.2491 2.3998 0.0
0.0014 0.0583 0.1891 2.4573 0.0
0.0662 0.1699 0.3607 1.2387 0.0
0.0182 0.2839 0.3775 1.7191 0.0
0.0031 0.0846 0.21 1.9857 0.0
0.0073 0.0837 0.3768 1.5857 0.0
0.0028 0.0883 0.1963 2.4939 0.0
0.0012 0.1814 0.2493 1.5322 0.0
0.0018 0.1395 0.4308 1.9131 0.0
0.5475 0.3148 0.5634 0.8706 0.0
0.0012 0.0568 0.1478 2.1508 0.0
0.0031 0.1193 0.2611 2.0476 0.0
0.8518 0.3823 0.5265 0.9099 0.0
0.0044 0.0914 0.3241 2.0879 0.0
0.0198 0.2459 0.3112 1.6336 0.0
0.007 0.1824 0.7282 1.6733 0.0
0.0019 0.0459 0.2043 0.323 0.0
0.0221 0.2357 0.3991 1.3661 0.0
0.3975 0.2847 0.4671 0.7037 0.0
0.0058 0.1387 0.3254 1.9736 0.0
0.1341 0.1534 0.4206 1.5173 0.0
0.1364 0.1874 0.4727 1.3528 0.0
0.0586 0.13 0.3962 1.8418 0.0
0.3413 0.3513 0.4107 0.8351 0.0
0.0014 0.0674 0.1318 2.0523 0.0
0.13 0.2075 0.4259 1.079 0.0
0.0001 0.0 0.0377 2.5092 0.0
0.0068 0.1305 0.2893 1.3613 0.0
0.0165 0.1327 0.387 1.9099 0.0
0.0414 0.183 0.427 1.6369 0.0
0.004 0.1446 0.5372 1.3143 0.0
0.0207 0.4327 0.66 1.3616 0.0
0.0008 0.1074 0.4513 1.6405 0.0
0.0049 0.0866 0.1835 1.9322 0.0
0.005 0.0948 0.2405 1.9833 0.0
0.0355 0.1923 0.434 1.4611 0.0
0.0026 0.0785 0.1191 1.8846 0.0
0.6463 0.295 0.4433 1.1146 0.0
0.0018 0.0872 0.1044 2.1724 0.0
0.0018 0.0755 0.2143 1.7253 0.0
0.0763 0.1867 0.3378 1.6103 0.0
0.0077 0.2967 0.8484 1.58 0.0
0.0112 0.452 0.6689 1.3797 0.0
0.0014 0.0744 0.4578 2.1225 0.0
0.1366 0.1686 0.3452 1.4901 0.0
0.1686 0.3039 0.4145 1.5061 0.0
0.0056 0.0885 0.2616 2.3691 0.0
0.0019 0.1025 0.5752 1.8207 0.0
0.0257 0.2259 0.3551 1.9012 0.0
0.1695 0.1513 0.318 1.5022 0.0
0.0099 0.3885 0.6202 1.295 0.0
0.0543 0.1968 0.3041 1.5097 0.0
0.0067 0.0925 0.321 2.1783 0.0
0.1938 0.1504 0.3691 1.5069 0.0
0.0844 0.1967 0.4123 1.216 0.0
0.0791 0.2506 0.5407 1.4423 0.0
0.0388 0.1522 0.444 1.6282 0.0
0.2349 0.159 0.4042 1.0437 0.0
0.0059 0.1269 0.3537 2.1088 0.0
0.0126 0.0838 0.2956 1.8203 0.0
0.4682 0.1779 0.415 1.0763 0.0
0.0389 0.1478 0.3322 1.5023 0.0
0.0057 0.1333 0.2708 1.8886 0.0
0.0181 0.1583 0.3142 2.031 0.0
0.0391 0.3156 0.4789 1.3893 0.0
0.0015 0.038 0.2845 2.3112 0.0
0.022 0.3729 0.4786 1.3894 0.0
0.0086 0.0876 0.2785 2.1748 0.0
0.0221 0.1379 0.3613 1.7389 0.0
0.0018 0.0879 0.1227 1.9377 0.0
0.0072 0.1555 0.6938 1.8452 0.0
0.3836 0.2826 0.4009 0.8981 0.0
0.008 0.1569 0.1883 1.8278 0.0
0.0365 0.1647 0.3499 1.8056 0.0
0.0004 0.0373 0.0943 1.9657 0.0
0.0089 0.1747 0.2796 1.8848 0.0
0.1104 0.2123 0.45 1.1748 0.0
0.0442 0.1975 0.4392 1.5961 0.0
0.4342 0.2 0.4201 1.2745 0.0
0.773 0.4382 0.5247 0.5392 0.0
0.0522 0.1965 0.4118 1.5257 0.0
0.0296 0.2071 0.3578 1.5035 0.0
0.2283 0.2097 0.3891 1.126 0.0
0.0035 0.1083 0.3691 1.9713 0.0
0.0039 0.1086 0.3232 2.1865 0.0
0.0014 0.064 0.1933 1.8862 0.0
0.0092 0.1294 0.2102 1.8243 0.0
0.0628 0.1491 0.2871 1.5986 0.0
0.0026 0.0919 0.1961 2.3593 0.0
0.0052 0.1117 0.198 2.2395 0.0
0.0623 0.1958 0.3448 1.3459 0.0
0.01 0.1014 0.3276 2.0238 0.0
0.0004 0.0374 0.1539 2.3664 0.0
0.0097 0.1575 0.3173 1.6081 0.0
0.012 0.2255 0.3264 1.8358 0.0
0.0005 0.0391 0.1914 1.9442 0.0
0.0006 0.0505 0.0787 2.505 0.0
0.8994 0.2743 0.4482 0.7767 0.0
0.0027 0.1106 0.1972 2.1163 0.0
0.0026 0.0729 0.2483 2.4356 0.0
0.7527 0.3176 0.542 0.9048 0.0
0.0123 0.1825 0.4154 1.6931 0.0
0.0287 0.2067 0.3886 1.5592 0.0
0.0021 0.0747 0.2527 2.3412 0.0
0.0081 0.1494 0.2346 1.7491 0.0
0.0478 0.1947 0.2667 1.5322 0.0
0.5152 0.3358 0.4299 0.5827 0.0
0.0049 0.1134 0.3263 2.2452 0.0
0.128 0.1855 0.3486 1.2213 0.0
0.2561 0.1689 0.375 1.1937 0.0
0.0421 0.1835 0.4298 1.988 0.0
0.0091 0.1209 0.2494 1.7864 0.0
0.2495 0.2452 0.4165 0.9948 0.0
0.0084 0.1893 0.2978 2.0299 0.0
0.0079 0.1072 0.2095 1.779 0.0
0.0406 0.172 0.3621 1.7178 0.0
0.0973 0.1853 0.3801 1.8039 0.0
0.0063 0.2454 0.2901 1.618 0.0
0.0044 0.1215 0.2633 2.5187 0.0
0.0164 0.1764 0.2964 1.7146 0.0
0.0015 0.1309 0.7724 1.2661 0.0
0.0087 0.1775 0.5024 1.6335 0.0
0.0017 0.1035 0.1323 2.2163 0.0
0.0118 0.1482 0.3603 2.1864 0.0
0.3864 0.1954 0.3747 1.3526 0.0
0.0058 0.2161 0.3504 1.7582 0.0
0.0035 0.1056 0.199 1.8366 0.0
0.0001 0.0 0.039 2.0607 0.0
0.0092 0.1823 0.298 2.0951 0.0
0.0171 0.1354 0.3354 1.9687 0.0
0.0474 0.199 0.3861 1.7328 0.0
0.01 0.2657 0.3654 1.5668 0.0
0.0569 0.2605 0.3052 1.5532 0.0
0.0733 0.1794 0.4341 1.8329 0.0
0.0118 0.1465 0.1551 1.8257 0.0
0.0018 0.0446 0.2159 1.2678 0.0
0.0651 0.2589 0.4274 1.4167 0.0
0.0032 0.1212 0.455 1.3096 0.0
0.0064 0.1956 0.3582 2.0364 0.0
0.008 0.1393 0.1571 1.8659 0.0
0.0042 0.0986 0.1883 2.4759 0.0
0.0603 0.1708 0.3187 1.6727 0.0
0.0295 0.1168 0.2205 1.7231 0.0
0.052 0.2173 0.3663 1.6405 0.0
0.0238 0.1473 0.1824 1.8389 0.0
0.212 0.2069 0.3386 1.453 0.0
0.0904 0.2089 0.4644 1.4311 0.0
0.0159 0.1539 0.3007 2.0176 0.0
0.0036 0.1239 0.2332 1.8754 0.0
0.0378 0.1544 0.1941 1.7853 0.0
0.0141 0.1822 0.2184 1.7451 0.0
0.0033 0.1286 0.2911 1.9395 0.0
0.0496 0.1839 0.4281 1.6994 0.0
0.0078 0.2004 0.482 1.7577 0.0
0.0009 0.0724 0.1909 1.8415 0.0
0.0077 0.1946 0.6202 1.454 0.0
0.0036 0.134 0.2657 2.0418 0.0
0.0995 0.2473 0.4893 1.3054 0.0
0.0461 0.2005 0.3854 1.6151 0.0
0.0126 0.197 0.2997 2.0026 0.0
0.0572 0.1866 0.3755 1.419 0.0
0.0162 0.1474 0.3372 1.5088 0.0
0.1115 0.2346 0.3236 1.5379 0.0
0.0491 0.171 0.3721 1.919 0.0
0.0091 0.1238 0.504 1.7077 0.0
0.016 0.1583 0.2967 1.7592 0.0
0.3736 0.1944 0.4354 1.2576 0.0
0.0009 0.074 0.1231 1.991 0.0
0.0168 0.1555 0.333 2.0677 0.0
0.3392 0.2167 0.5199 1.0057 0.0
0.0276 0.1604 0.3085 1.6586 0.0
0.1582 0.1927 0.3466 1.4097 0.0
0.0298 0.1483 0.2808 1.618 0.0
0.0669 0.1818 0.4072 2.054 0.0
0.0322 0.1102 0.2105 1.7303 0.0
0.0224 0.1979 0.3807 1.6254 0.0
0.0735 0.2099 0.384 1.6587 0.0
0.0307 0.2819 0.3512 1.6249 0.0
0.0007 0.0386 0.1395 2.0914 0.0
0.0027 0.202 0.4363 1.4533 0.0
0.0236 0.1392 0.2998 2.0679 0.0
0.0304 0.1623 0.3236 1.7606 0.0
0.0169 0.1371 0.3914 1.8188 0.0
0.0257 0.1515 0.3318 1.6249 0.0
0.0007 0.0478 0.086 2.3262 0.0
0.0022 0.0981 0.1959 2.2938 0.0
0.0057 0.1175 0.7476 1.449 0.0
0.0867 0.2258 0.4147 1.4744 0.0
0.0008 0.0506 0.0887 0.3271 0.0
0.0036 0.1084 0.1562 2.0584 0.0
0.013 0.565 0.7217 1.2196 0.0
0.0042 0.1798 0.327 1.6331 0.0
0.21 0.1937 0.3823 1.197 0.0
0.0049 0.1392 0.3081 2.0351 0.0
0.019 0.1119 0.2361 1.8346 0.0
0.1457 0.2253 0.3706 1.3229 0.0
0.0277 0.1507 0.3857 1.8358 0.0
0.1152 0.161 0.4348 1.6731 0.0
0.4484 0.236 0.4192 1.0426 0.0
0.006 0.0858 0.2493 1.8748 0.0
0.007 0.1356 0.3095 1.8052 0.0
0.0065 0.097 0.3156 2.0566 0.0
0.0099 0.2297 0.4053 1.8782 0.0
0.0101 0.2513 0.5043 1.5966 0.0
0.168 0.2733 0.3552 1.4696 0.0
0.009 0.2035 0.4429 1.6555 0.0
0.0132 0.1516 0.273 1.7281 0.0
0.0101 0.1467 0.2409 1.9427 0.0
0.3412 0.1869 0.4773 1.3762 0.0
0.0177 0.227 0.4811 1.6048 0.0
0.0085 0.1142 0.2732 2.2872 0.0
0.0391 0.208 0.2814 1.675 0.0
0.0932 0.1774 0.346 1.7202 0.0
0.0617 0.1386 0.2963 1.6346 0.0
0.2417 0.2339 0.4364 1.3552 0.0
0.0691 0.1639 0.3191 1.5298 0.0
0.0228 0.1488 0.2521 2.0452 0.0
0.118 0.1591 0.4132 1.4833 0.0
0.0027 0.0609 0.1615 2.1712 0.0
0.045 0.1204 0.329 1.7257 0.0
0.0162 0.1466 0.3023 1.7105 0.0
0.0034 0.1176 0.2066 1.9302 0.0
0.038 0.2104 0.4188 1.8956 0.0
0.0019 0.0639 0.1884 2.1235 0.0
0.0058 0.1403 0.199 2.1733 0.0
0.0356 0.2529 0.2704 1.6277 0.0
0.001 0.068 0.2998 2.1286 0.0
0.0169 0.1931 0.4808 1.9159 0.0
0.0025 0.0629 0.1447 1.9391 0.0
0.0987 0.2454 0.3518 1.678 0.0
0.0825 0.2297 0.3837 1.6565 0.0
0.0134 0.2549 0.3986 1.7384 0.0
0.0177 0.19 0.3289 1.5632 0.0
0.3728 0.1536 0.3512 1.3534 0.0
0.0011 0.081 0.1172 2.3662 0.0
0.0305 0.3552 0.4818 1.7244 0.0
0.1354 0.1609 0.2817 1.6088 0.0
0.0368 0.1462 0.3759 2.0008 0.0
0.0089 0.0998 0.2604 1.6997 0.0
0.0068 0.1699 0.1994 1.8177 0.0
0.1169 0.1591 0.4017 1.8433 0.0
0.0077 0.2475 0.375 1.7709 0.0
0.0118 0.223 0.3259 1.9595 0.0
0.0188 0.2525 0.3455 1.8876 0.0
0.0107 0.1652 0.3426 1.8141 0.0
0.0138 0.245 0.3438 1.8184 0.0
0.1913 0.2367 0.455 1.1793 0.0
0.3338 0.3084 0.501 1.2164 0.0
0.0026 0.1318 0.8087 1.2598 0.0
0.0198 0.2103 0.3651 1.9633 0.0
0.0301 0.1911 0.5063 1.7351 0.0
0.0401 0.314 0.4833 1.5687 0.0
0.0054 0.1696 0.3293 1.7741 0.0
0.0064 0.2017 0.3154 2.0841 0.0
0.1526 0.2748 0.4294 1.453 0.0
0.4348 0.1969 0.4237 1.2042 0.0
0.0141 0.1369 0.212 1.9077 0.0
0.0016 0.126 0.2522 1.9062 0.0
0.1249 0.2789 0.398 1.5969 0.0
0.1319 0.2656 0.3482 1.2807 0.0
0.0039 0.0887 0.2197 2.4048 0.0
0.0008 0.0547 0.1787 2.3486 0.0
0.0703 0.2359 0.4816 1.6649 0.0
0.046 0.2919 0.4161 1.4399 0.0
0.1896 0.2609 0.4275 1.8128 0.0
0.0038 0.0934 0.1957 2.1551 0.0
0.0027 0.0756 0.1637 1.853 0.0
0.0381 0.1577 0.4681 1.4369 0.0
0.0291 0.3156 0.3818 1.5978 0.0
0.0041 0.192 0.2655 2.0525 0.0
0.5049 0.1975 0.3689 1.0375 0.0
0.0023 0.0845 0.1678 1.9236 0.0
0.278 0.2361 0.4104 1.3432 0.0
0.0016 0.1231 0.2497 2.0984 0.0
0.0476 0.1606 0.3894 1.826 0.0
0.005 0.1197 0.2583 1.8288 0.0
0.5192 0.1883 0.412 1.3514 0.0
0.0074 0.1421 0.2575 1.7747 0.0
0.2481 0.1768 0.4185 1.3916 0.0
0.0142 0.3749 0.4595 1.6495 0.0
0.0135 0.1635 0.5325 1.6259 0.0
0.012 0.1681 0.4784 1.5369 0.0
0.0065 0.3155 0.7616 1.4449 0.0
0.0058 0.1085 0.2415 1.7746 0.0
0.0625 0.1775 0.2875 1.5953 0.0
0.0038 0.28 0.3496 2.2131 0.0
0.002 0.1128 0.2103 2.5253 0.0
0.006 0.2485 0.3778 1.9678 0.0
0.0042 0.1043 0.2144 1.8679 0.0
0.0119 0.1435 0.2257 2.0135 0.0
0.0099 0.2429 0.2638 1.9876 0.0
0.0057 0.1661 0.3897 1.9113 0.0
0.0151 0.2114 0.3634 2.0968 0.0
0.3558 0.2441 0.4034 1.3085 0.0
0.0037 0.0988 0.2401 2.1825 0.0
0.0109 0.1498 0.2806 1.9089 0.0
0.202 0.2076 0.3247 1.6683 0.0
0.0297 0.1226 0.3267 2.1267 0.0
0.0042 0.1085 0.2812 1.7408 0.0
0.1017 0.1834 0.3498 1.4491 0.0
0.0344 0.2269 0.3541 1.6327 0.0
0.0184 0.1742 0.4807 1.52 0.0
0.3304 0.1599 0.3851 1.6585 0.0
0.0113 0.2525 0.4151 2.0214 0.0
0.0062 0.0916 0.2614 2.3836 0.0
0.1531 0.241 0.4164 1.8593 0.0
0.0032 0.1219 0.1886 2.0771 0.0
0.0108 0.0992 0.2042 1.8355 0.0
0.1229 0.1986 0.3687 1.4316 0.0
0.0553 0.216 0.5603 1.6294 0.0
0.4221 0.3 0.4447 1.1969 0.0
0.0052 0.1097 0.1941 1.9242 0.0
0.5218 0.2295 0.464 1.1276 0.0
0.0824 0.1791 0.4265 1.6056 0.0
0.0254 0.3437 0.4942 1.5441 0.0
0.0035 0.1181 0.6207 1.4179 0.0
0.0248 0.1685 0.3442 1.8769 0.0
0.0144 0.1304 0.1692 1.9231 0.0
0.1753 0.2524 0.4556 1.3408 0.0
0.0122 0.1967 0.3899 2.2045 0.0
0.0631 0.2728 0.3565 2.1466 0.0
0.0674 0.1929 0.3183 1.4843 0.0
0.0017 0.0777 0.1431 2.1953 0.0
0.0242 0.2784 0.3811 1.5276 0.0
0.0204 0.2348 0.3279 1.6879 0.0
0.0332 0.1756 0.4903 1.769 0.0
0.0373 0.2694 0.5463 1.3034 0.0
0.0007 0.0431 0.0868 2.3989 0.0
0.0044 0.1753 0.2158 1.7924 0.0
0.0096 0.1328 0.3231 1.9559 0.0
0.0051 0.2479 0.717 1.6118 0.0
0.0036 0.1295 0.1652 2.1775 0.0
0.0467 0.1818 0.2785 1.6633 0.0
0.0017 0.0878 0.1597 2.3809 0.0
0.4691 0.2088 0.3814 1.4469 0.0
0.0288 0.4159 0.6475 1.3246 0.0
0.0606 0.1863 0.3635 1.7059 0.0
0.0159 0.1696 0.2902 1.7393 0.0
0.0057 0.1448 0.285 1.7188 0.0
0.0189 0.1002 0.2404 1.832 0.0
0.1263 0.1934 0.3636 1.8339 0.0
0.1097 0.1771 0.3869 1.5235 0.0
0.0327 0.2164 0.4418 1.4678 0.0
0.0005 0.0581 0.0834 2.6046 0.0
0.0053 0.0923 0.2441 1.7553 0.0
0.0066 0.1868 0.5007 2.0018 0.0
0.0011 0.0597 0.103 2.4142 0.0
0.0202 0.2582 0.3632 1.6231 0.0
0.0855 0.1521 0.3531 1.578 0.0
0.0327 0.1601 0.3242 1.7316 0.0
0.0113 0.1196 0.2441 1.7118 0.0
0.0069 0.1156 0.2043 2.1832 0.0
0.0054 0.16 0.485 2.1323 0.0
0.0195 0.2557 0.3231 1.7149 0.0
0.0385 0.2969 0.3555 1.6789 0.0
0.2423 0.1936 0.3472 1.6122 0.0
0.069 0.3381 0.5432 1.6334 0.0
0.0247 0.1822 0.2946 2.1317 0.0
0.009 0.0911 0.2652 2.2882 0.0
0.0036 0.1281 0.3072 2.016 0.0
0.0116 0.0955 0.3403 1.8058 0.0
0.1294 0.2014 0.3607 1.3284 0.0
0.0008 0.0505 0.2589 1.9525 0.0
0.0732 0.2055 0.4343 1.2619 0.0
0.0024 0.0776 0.2366 1.8877 0.0
0.0034 0.1522 0.4117 1.6192 0.0
0.0061 0.18 0.261 1.9971 0.0
0.0022 0.0785 0.218 1.8801 0.0
0.0159 0.1329 0.4038 1.3705 0.0
0.007 0.138 0.3533 1.5797 0.0
0.0102 0.1454 0.4936 1.5247 0.0
0.043 0.1947 0.3678 1.3034 0.0
0.1274 0.1812 0.4229 1.554 0.0
0.0002 0.0276 0.0418 1.8723 0.0
0.117 0.139 0.4296 1.4681 0.0
0.005 0.1224 0.1832 2.1249 0.0
0.0016 0.0967 0.4403 1.626 0.0
0.0012 0.1671 0.3097 1.5727 0.0
0.0014 0.0634 0.205 2.0392 0.0
0.0595 0.2075 0.5609 1.1952 0.0
0.0117 0.1193 0.2419 1.9725 0.0
0.0791 0.1473 0.417 1.6315 0.0
0.0994 0.1674 0.3507 1.9298 0.0
0.4477 0.2052 0.4548 1.1147 0.0
0.0292 0.1507 0.2917 1.8887 0.0
0.0094 0.151 0.2728 1.5588 0.0
0.0623 0.2735 0.4501 1.5149 0.0
0.0085 0.1442 0.2211 1.7811 0.0
0.0039 0.1477 0.3382 1.827 0.0
0.0315 0.1742 0.3115 1.5394 0.0
0.0106 0.1554 0.2671 1.5367 0.0
0.01 0.0888 0.2711 1.9473 0.0
0.028 0.1955 0.4449 1.812 0.0
0.0272 0.1718 0.3781 1.8193 0.0
0.0756 0.2618 0.3999 1.1162 0.0
0.0026 0.0711 0.2633 2.3408 0.0
0.0281 0.2725 0.7166 1.0448 0.0
0.0076 0.1842 0.4125 1.6181 0.0
0.09 0.1732 0.4451 1.6081 0.0
0.0053 0.1948 0.2721 2.2295 0.0
0.0078 0.1127 0.2864 2.0171 0.0
0.0305 0.2353 0.3842 1.0909 0.0
0.0046 0.1021 0.2924 1.5567 0.0
0.002 0.1512 0.3116 2.0903 0.0
0.125 0.2271 0.3566 1.3112 0.0
0.0449 0.1637 0.3613 1.3772 0.0
0.2749 0.2295 0.4032 1.211 0.0
0.309 0.2386 0.4381 1.246 0.0
0.0762 0.1979 0.3889 1.3333 0.0
0.0062 0.1276 0.3263 2.2563 0.0
0.0037 0.1567 0.5097 1.5087 0.0
0.0022 0.2402 0.4005 1.7402 0.0
0.023 0.1734 0.336 1.9725 0.0
0.2156 0.2448 0.4049 0.9672 0.0
0.1245 0.173 0.3494 1.4101 0.0
0.0046 0.1282 0.1438 1.8594 0.0
0.0062 0.1981 0.4746 1.6236 0.0
0.0067 0.1484 0.2913 1.8541 0.0
0.0196 0.127 0.3427 2.0366 0.0
